Book Row,Book Name,Book URL,Book Type,Book Price,Book UPC,Book Availability,Books Available,Book Reviews,Book Rating
503,City of Bones (The Mortal Instruments #1),https://books.toscrape.com/catalogue/city-of-bones-the-mortal-instruments-1_676/index.html,default,43.28,5b987e54ee72525c,In stock,14,0,1
504,City of Ashes (The Mortal Instruments #2),https://books.toscrape.com/catalogue/city-of-ashes-the-mortal-instruments-2_675/index.html,default,47.27,8a6ec2761f91dad2,In stock,14,0,1
505,"Carry On, Warrior: Thoughts on Life Unarmed",https://books.toscrape.com/catalogue/carry-on-warrior-thoughts-on-life-unarmed_672/index.html,default,31.85,1b0fc9f777cad045,In stock,14,0,3
506,Carrie,https://books.toscrape.com/catalogue/carrie_671/index.html,default,46.23,5f22418922fa728b,In stock,14,0,2
507,Angels & Demons (Robert Langdon #1),https://books.toscrape.com/catalogue/angels-demons-robert-langdon-1_661/index.html,default,51.48,ad41c24ccac0c7ce,In stock,14,0,3
508,"The Three Searches, Meaning, and the Story",https://books.toscrape.com/catalogue/the-three-searches-meaning-and-the-story_649/index.html,default,13.33,ac5e0d3938caf686,In stock,13,0,3
509,Raspberry Pi Electronics Projects for the Evil Genius,https://books.toscrape.com/catalogue/raspberry-pi-electronics-projects-for-the-evil-genius_630/index.html,default,49.67,ebf81a62e4798fd1,In stock,12,0,4
510,How to Speak Golf: An Illustrated Guide to Links Lingo,https://books.toscrape.com/catalogue/how-to-speak-golf-an-illustrated-guide-to-links-lingo_621/index.html,default,58.32,b978c9852cde91bd,In stock,12,0,5
511,Eleanor & Park,https://books.toscrape.com/catalogue/eleanor-park_616/index.html,default,56.51,6983328f15506cb9,In stock,12,0,5
512,Troublemaker: Surviving Hollywood and Scientology,https://books.toscrape.com/catalogue/troublemaker-surviving-hollywood-and-scientology_610/index.html,default,48.39,515cb8fcafb1ad98,In stock,11,0,2
513,Adultery,https://books.toscrape.com/catalogue/adultery_586/index.html,default,20.88,bb967277222e689c,In stock,11,0,5
514,Unlimited Intuition Now,https://books.toscrape.com/catalogue/unlimited-intuition-now_578/index.html,default,58.87,4fd0a2a350f016e6,In stock,9,0,4
515,Underlying Notes,https://books.toscrape.com/catalogue/underlying-notes_577/index.html,default,11.82,0967effecd292a86,In stock,9,0,2
516,The New Brand You: Your New Image Makes the Sale for You,https://books.toscrape.com/catalogue/the-new-brand-you-your-new-image-makes-the-sale-for-you_575/index.html,default,44.05,4b50fb1359ebf35d,In stock,9,0,5
517,The Flowers Lied,https://books.toscrape.com/catalogue/the-flowers-lied_573/index.html,default,16.68,33396269bcce166f,In stock,9,0,2
518,"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",https://books.toscrape.com/catalogue/nano-what-now-finding-your-editing-process-revising-your-nanowrimo-book-and-building-a-writing-career-through-publishing-and-beyond_566/index.html,default,10.41,ee6c67859d70186b,In stock,9,0,4
519,Modern Day Fables,https://books.toscrape.com/catalogue/modern-day-fables_565/index.html,default,47.44,6baac632f7711e26,In stock,9,0,2
520,The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),https://books.toscrape.com/catalogue/the-unlikely-pilgrimage-of-harold-fry-harold-fry-1_551/index.html,default,43.62,e0bdd79c7304ee8d,In stock,8,0,5
521,The Martian (The Martian #1),https://books.toscrape.com/catalogue/the-martian-the-martian-1_548/index.html,default,41.39,9afd00e81d6208e6,In stock,8,0,2
522,Left Behind (Left Behind #1),https://books.toscrape.com/catalogue/left-behind-left-behind-1_529/index.html,default,40.72,29af1a2566c4e36e,In stock,8,0,2
523,John Vassos: Industrial Design for Modern Life,https://books.toscrape.com/catalogue/john-vassos-industrial-design-for-modern-life_526/index.html,default,20.22,bd26e8a79a856c31,In stock,8,0,4
524,I'll Give You the Sun,https://books.toscrape.com/catalogue/ill-give-you-the-sun_525/index.html,default,56.48,0ab4b35dcffcffd1,In stock,8,0,1
525,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,https://books.toscrape.com/catalogue/heaven-is-for-real-a-little-boys-astounding-story-of-his-trip-to-heaven-and-back_520/index.html,default,52.86,d48c1369927ebef1,In stock,8,0,2
526,Ender's Game (The Ender Quintet #1),https://books.toscrape.com/catalogue/enders-game-the-ender-quintet-1_518/index.html,default,43.64,e049d44c4f1cf1b2,In stock,8,0,1
527,Death by Leisure: A Cautionary Tale,https://books.toscrape.com/catalogue/death-by-leisure-a-cautionary-tale_516/index.html,default,37.51,4dbd54d9e36c9566,In stock,8,0,4
528,Wildlife of New York: A Five-Borough Coloring Book,https://books.toscrape.com/catalogue/wildlife-of-new-york-a-five-borough-coloring-book_507/index.html,default,22.14,b46d022080543144,In stock,7,0,2
529,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,https://books.toscrape.com/catalogue/the-year-of-living-biblically-one-mans-humble-quest-to-follow-the-bible-as-literally-as-possible_502/index.html,default,34.72,4a0b78598b42897a,In stock,7,0,1
530,The Great Gatsby,https://books.toscrape.com/catalogue/the-great-gatsby_498/index.html,default,36.05,a8dbf1c6b41b885a,In stock,7,0,4
531,The Good Girl,https://books.toscrape.com/catalogue/the-good-girl_497/index.html,default,49.03,f935412970c9f58f,In stock,7,0,3
532,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,https://books.toscrape.com/catalogue/the-7-habits-of-highly-effective-people-powerful-lessons-in-personal-change_489/index.html,default,33.17,5fbd03b1ac0a0e69,In stock,7,0,4
533,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,https://books.toscrape.com/catalogue/steal-like-an-artist-10-things-nobody-told-you-about-being-creative_487/index.html,default,20.90,8776181be110838a,In stock,7,0,2
534,Life of Pi,https://books.toscrape.com/catalogue/life-of-pi_475/index.html,default,13.22,40cdcbb7692fd408,In stock,7,0,4
535,The Sound Of Love,https://books.toscrape.com/catalogue/the-sound-of-love_455/index.html,default,57.84,5ba3d703d1ae0c1d,In stock,6,0,5
536,The Perks of Being a Wallflower,https://books.toscrape.com/catalogue/the-perks-of-being-a-wallflower_453/index.html,default,55.02,fd364afd082f5446,In stock,6,0,3
537,The Makings of a Fatherless Child,https://books.toscrape.com/catalogue/the-makings-of-a-fatherless-child_450/index.html,default,31.58,2efa5a839e62b1bd,In stock,6,0,2
538,The Hobbit (Middle-Earth Universe),https://books.toscrape.com/catalogue/the-hobbit-middle-earth-universe_447/index.html,default,17.80,72b5355dda190b6a,In stock,6,0,5
539,The Fellowship of the Ring (The Lord of the Rings #1),https://books.toscrape.com/catalogue/the-fellowship-of-the-ring-the-lord-of-the-rings-1_442/index.html,default,10.27,cb17945cb90b7837,In stock,6,0,2
540,Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,https://books.toscrape.com/catalogue/ship-leaves-harbor-essays-on-travel-by-a-recovering-journeyman_438/index.html,default,30.60,8d8e9f9b8730eb25,In stock,6,0,3
541,Musicophilia: Tales of Music and the Brain,https://books.toscrape.com/catalogue/musicophilia-tales-of-music-and-the-brain_436/index.html,default,46.58,6d235933670503d9,In stock,6,0,1
542,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,https://books.toscrape.com/catalogue/what-if-serious-scientific-answers-to-absurd-hypothetical-questions_416/index.html,default,53.68,163d89116179c33f,In stock,5,0,4
543,The Fault in Our Stars,https://books.toscrape.com/catalogue/the-fault-in-our-stars_403/index.html,default,47.22,3661360c99719414,In stock,5,0,1
544,The Dream Thieves (The Raven Cycle #2),https://books.toscrape.com/catalogue/the-dream-thieves-the-raven-cycle-2_400/index.html,default,34.50,fec06f52054ea900,In stock,5,0,1
545,The 5th Wave (The 5th Wave #1),https://books.toscrape.com/catalogue/the-5th-wave-the-5th-wave-1_397/index.html,default,11.83,b716233fcb6877e6,In stock,5,0,2
546,Shiver (The Wolves of Mercy Falls #1),https://books.toscrape.com/catalogue/shiver-the-wolves-of-mercy-falls-1_392/index.html,default,16.23,59a8ae019b64f2a7,In stock,5,0,5
547,Remember Me?,https://books.toscrape.com/catalogue/remember-me_391/index.html,default,11.48,2973d38c2fbd7a5c,In stock,5,0,3
548,If I Stay (If I Stay #1),https://books.toscrape.com/catalogue/if-i-stay-if-i-stay-1_379/index.html,default,38.13,7284d85428305f5a,In stock,5,0,5
549,I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),https://books.toscrape.com/catalogue/i-know-why-the-caged-bird-sings-maya-angelous-autobiography-1_378/index.html,default,36.55,d219d4e325e6f204,In stock,5,0,2
550,Harry Potter and the Deathly Hallows (Harry Potter #7),https://books.toscrape.com/catalogue/harry-potter-and-the-deathly-hallows-harry-potter-7_377/index.html,default,23.32,6c49258724f11770,In stock,5,0,1
551,Fool Me Once,https://books.toscrape.com/catalogue/fool-me-once_374/index.html,default,16.96,630e766f0a1987dd,In stock,5,0,1
552,Drama,https://books.toscrape.com/catalogue/drama_371/index.html,default,38.70,d5ad4c92d8bf26c9,In stock,5,0,2
553,"Blue Lily, Lily Blue (The Raven Cycle #3)",https://books.toscrape.com/catalogue/blue-lily-lily-blue-the-raven-cycle-3_364/index.html,default,34.13,ad5e078beceaeb4a,In stock,5,0,5
554,Alight (The Generations Trilogy #2),https://books.toscrape.com/catalogue/alight-the-generations-trilogy-2_360/index.html,default,58.59,d9290e99f189ce84,In stock,5,0,4
555,Vogue Colors A to Z: A Fashion Coloring Book,https://books.toscrape.com/catalogue/vogue-colors-a-to-z-a-fashion-coloring-book_355/index.html,default,52.35,a8f4577a48023344,In stock,4,0,4
556,The Shining (The Shining #1),https://books.toscrape.com/catalogue/the-shining-the-shining-1_354/index.html,default,27.88,d4de23aa98acc65b,In stock,4,0,3
557,The Hunger Games (The Hunger Games #1),https://books.toscrape.com/catalogue/the-hunger-games-the-hunger-games-1_349/index.html,default,29.85,6d2f70d9424f41a1,In stock,4,0,5
558,Outlander (Outlander #1),https://books.toscrape.com/catalogue/outlander-outlander-1_338/index.html,default,19.67,5de4baa88061a77a,In stock,4,0,5
559,Mockingjay (The Hunger Games #3),https://books.toscrape.com/catalogue/mockingjay-the-hunger-games-3_333/index.html,default,20.44,5212c6acea3359e5,In stock,4,0,4
560,Harry Potter and the Sorcerer's Stone (Harry Potter #1),https://books.toscrape.com/catalogue/harry-potter-and-the-sorcerers-stone-harry-potter-1_329/index.html,default,13.90,ac337893a9fe0085,In stock,4,0,3
561,Confessions of a Shopaholic (Shopaholic #1),https://books.toscrape.com/catalogue/confessions-of-a-shopaholic-shopaholic-1_318/index.html,default,48.94,a2dc754afb69bb32,In stock,4,0,2
562,Zero History (Blue Ant #3),https://books.toscrape.com/catalogue/zero-history-blue-ant-3_308/index.html,default,34.77,634b7165c96ebb9f,In stock,3,0,1
563,World War Z: An Oral History of the Zombie War,https://books.toscrape.com/catalogue/world-war-z-an-oral-history-of-the-zombie-war_306/index.html,default,21.80,5d55202da0252627,In stock,3,0,1
564,Wild: From Lost to Found on the Pacific Crest Trail,https://books.toscrape.com/catalogue/wild-from-lost-to-found-on-the-pacific-crest-trail_305/index.html,default,46.02,d30b9215c72cca87,In stock,3,0,3
565,"Where'd You Go, Bernadette",https://books.toscrape.com/catalogue/whered-you-go-bernadette_304/index.html,default,18.13,07bb35158d9dd3d2,In stock,3,0,1
566,Twilight (Twilight #1),https://books.toscrape.com/catalogue/twilight-twilight-1_293/index.html,default,41.93,b53078de0147f6bf,In stock,3,0,2
567,The Paris Wife,https://books.toscrape.com/catalogue/the-paris-wife_269/index.html,default,36.80,fa26798728f5208f,In stock,3,0,3
568,The Maze Runner (The Maze Runner #1),https://books.toscrape.com/catalogue/the-maze-runner-the-maze-runner-1_263/index.html,default,20.93,4266f48a0aa1c37d,In stock,3,0,1
569,The Lover's Dictionary,https://books.toscrape.com/catalogue/the-lovers-dictionary_262/index.html,default,58.09,36c15687f5ab0f7c,In stock,3,0,2
570,The Goldfinch,https://books.toscrape.com/catalogue/the-goldfinch_252/index.html,default,43.58,c88422d8959260ab,In stock,3,0,3
571,The Giver (The Giver Quartet #1),https://books.toscrape.com/catalogue/the-giver-the-giver-quartet-1_251/index.html,default,12.30,e2dac1f4739e0bd5,In stock,3,0,1
572,The Girl Who Played with Fire (Millennium Trilogy #2),https://books.toscrape.com/catalogue/the-girl-who-played-with-fire-millennium-trilogy-2_249/index.html,default,22.14,bfa9cb304075d3e8,In stock,3,0,2
573,The Demon-Haunted World: Science as a Candle in the Dark,https://books.toscrape.com/catalogue/the-demon-haunted-world-science-as-a-candle-in-the-dark_242/index.html,default,52.25,f51062bf579507d9,In stock,3,0,4
574,The Book Thief,https://books.toscrape.com/catalogue/the-book-thief_233/index.html,default,53.49,a75e274c8814b539,In stock,3,0,2
575,The Autobiography of Malcolm X,https://books.toscrape.com/catalogue/the-autobiography-of-malcolm-x_230/index.html,default,23.43,b04a6a0db525857d,In stock,3,0,2
576,Shopaholic & Baby (Shopaholic #5),https://books.toscrape.com/catalogue/shopaholic-baby-shopaholic-5_221/index.html,default,46.45,c57d3c96af23c297,In stock,3,0,2
577,Quiet: The Power of Introverts in a World That Can't Stop Talking,https://books.toscrape.com/catalogue/quiet-the-power-of-introverts-in-a-world-that-cant-stop-talking_208/index.html,default,43.55,3c565df219ba3274,In stock,3,0,1
578,Packing for Mars: The Curious Science of Life in the Void,https://books.toscrape.com/catalogue/packing-for-mars-the-curious-science-of-life-in-the-void_205/index.html,default,56.68,8e2dfd6bcf48e1e6,In stock,3,0,2
579,Orange Is the New Black,https://books.toscrape.com/catalogue/orange-is-the-new-black_202/index.html,default,24.61,8378c899988905ee,In stock,3,0,2
580,One for the Money (Stephanie Plum #1),https://books.toscrape.com/catalogue/one-for-the-money-stephanie-plum-1_201/index.html,default,32.87,3250650a5c4e6f07,In stock,3,0,2
581,Morning Star (Red Rising #3),https://books.toscrape.com/catalogue/morning-star-red-rising-3_196/index.html,default,29.40,7ce5a92baabb6bc0,In stock,3,0,1
582,Life After Life,https://books.toscrape.com/catalogue/life-after-life_187/index.html,default,26.13,4ec53ff7e2263f32,In stock,3,0,2
583,"Lean In: Women, Work, and the Will to Lead",https://books.toscrape.com/catalogue/lean-in-women-work-and-the-will-to-lead_183/index.html,default,25.02,d5e1a9bfe22bbf9f,In stock,3,0,1
584,Is Everyone Hanging Out Without Me? (And Other Concerns),https://books.toscrape.com/catalogue/is-everyone-hanging-out-without-me-and-other-concerns_178/index.html,default,20.11,034829ffdd0a0aea,In stock,3,0,3
585,Gone Girl,https://books.toscrape.com/catalogue/gone-girl_162/index.html,default,37.60,d5c588b6f9c015e4,In stock,3,0,5
586,Fellside,https://books.toscrape.com/catalogue/fellside_155/index.html,default,38.62,147019cae600694e,In stock,3,0,1
587,Eclipse (Twilight #3),https://books.toscrape.com/catalogue/eclipse-twilight-3_152/index.html,default,18.74,73f71f9556442117,In stock,3,0,1
588,Dracula,https://books.toscrape.com/catalogue/dracula_150/index.html,default,52.62,a7ec599c1a547746,In stock,3,0,3
589,Dead Wake: The Last Crossing of the Lusitania,https://books.toscrape.com/catalogue/dead-wake-the-last-crossing-of-the-lusitania_147/index.html,default,39.24,04d858cdeeee0da4,In stock,3,0,5
590,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",https://books.toscrape.com/catalogue/david-and-goliath-underdogs-misfits-and-the-art-of-battling-giants_146/index.html,default,17.81,d234ddecef49ef4e,In stock,3,0,1
591,Dark Places,https://books.toscrape.com/catalogue/dark-places_144/index.html,default,23.90,66937c669c4da072,In stock,3,0,5
592,Breaking Dawn (Twilight #4),https://books.toscrape.com/catalogue/breaking-dawn-twilight-4_136/index.html,default,35.28,bbfc4a3b7b6c94a0,In stock,3,0,5
593,Beautiful Creatures (Caster Chronicles #1),https://books.toscrape.com/catalogue/beautiful-creatures-caster-chronicles-1_125/index.html,default,21.55,5439bae708bca198,In stock,3,0,5
594,A Visit from the Goon Squad,https://books.toscrape.com/catalogue/a-visit-from-the-goon-squad_117/index.html,default,14.08,5dbd6ec4e154ad2f,In stock,3,0,5
595,The Zombie Room,https://books.toscrape.com/catalogue/the-zombie-room_87/index.html,default,19.69,9c96cd1329fbd82d,In stock,1,0,5
596,The Name of the Wind (The Kingkiller Chronicle #1),https://books.toscrape.com/catalogue/the-name-of-the-wind-the-kingkiller-chronicle-1_74/index.html,default,50.59,c8614adb1a90b027,In stock,1,0,3
597,Taking Shots (Assassins #1),https://books.toscrape.com/catalogue/taking-shots-assassins-1_57/index.html,default,18.88,a7eef9d6795422c1,In stock,1,0,2
598,Shatter Me (Shatter Me #1),https://books.toscrape.com/catalogue/shatter-me-shatter-me-1_53/index.html,default,42.40,9ed7090d8fa690b0,In stock,1,0,1
599,Paradise Lost (Paradise #1),https://books.toscrape.com/catalogue/paradise-lost-paradise-1_45/index.html,default,24.96,849db7ab7f4a640c,In stock,1,0,1
600,On the Road (Duluoz Legend),https://books.toscrape.com/catalogue/on-the-road-duluoz-legend_40/index.html,default,32.36,9ff997ab15713e53,In stock,1,0,3
601,Jane Eyre,https://books.toscrape.com/catalogue/jane-eyre_27/index.html,default,38.43,8d390a1fc3133d06,In stock,1,0,5
602,Frankenstein,https://books.toscrape.com/catalogue/frankenstein_20/index.html,default,38.00,a492f49a3e2b6a71,In stock,1,0,2
603,Mesaerion: The Best Science Fiction Stories 1800-1849,https://books.toscrape.com/catalogue/mesaerion-the-best-science-fiction-stories-1800-1849_983/index.html,science fiction,37.59,e30f54cea9b38190,In stock,19,0,1
604,Join,https://books.toscrape.com/catalogue/join_902/index.html,science fiction,35.67,18ad3ed896c7ce05,In stock,16,0,5
605,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",https://books.toscrape.com/catalogue/william-shakespeares-star-wars-verily-a-new-hope-william-shakespeares-star-wars-4_871/index.html,science fiction,43.30,9270575728a13a61,In stock,15,0,4
606,The Project,https://books.toscrape.com/catalogue/the-project_856/index.html,science fiction,10.65,790ef197c8f236f5,In stock,15,0,1
607,Soft Apocalypse,https://books.toscrape.com/catalogue/soft-apocalypse_833/index.html,science fiction,26.12,2a70769cdc6eb8b8,In stock,15,0,2
608,Sleeping Giants (Themis Files #1),https://books.toscrape.com/catalogue/sleeping-giants-themis-files-1_604/index.html,science fiction,48.74,f435aa99d864077d,In stock,11,0,1
609,Arena,https://books.toscrape.com/catalogue/arena_587/index.html,science fiction,21.36,2c34f9432069b52b,In stock,11,0,4
610,Foundation (Foundation (Publication Order) #1),https://books.toscrape.com/catalogue/foundation-foundation-publication-order-1_375/index.html,science fiction,32.42,3fc124f59f3068e4,In stock,5,0,1
611,The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),https://books.toscrape.com/catalogue/the-restaurant-at-the-end-of-the-universe-hitchhikers-guide-to-the-galaxy-2_275/index.html,science fiction,10.92,0e92ccf1bd39e68f,In stock,3,0,1
612,Ready Player One,https://books.toscrape.com/catalogue/ready-player-one_209/index.html,science fiction,19.07,2ef5dc7e278e562a,In stock,3,0,4
613,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",https://books.toscrape.com/catalogue/life-the-universe-and-everything-hitchhikers-guide-to-the-galaxy-3_189/index.html,science fiction,33.26,4b3f4f151c99f472,In stock,3,0,2
614,Dune (Dune #1),https://books.toscrape.com/catalogue/dune-dune-1_151/index.html,science fiction,54.86,36d5884d44484277,In stock,3,0,1
615,Do Androids Dream of Electric Sheep? (Blade Runner #1),https://books.toscrape.com/catalogue/do-androids-dream-of-electric-sheep-blade-runner-1_149/index.html,science fiction,51.48,98330e431e56a9ea,In stock,3,0,1
616,Three Wishes (River of Time: California #1),https://books.toscrape.com/catalogue/three-wishes-river-of-time-california-1_89/index.html,science fiction,44.18,460f97a346b44bac,In stock,1,0,2
617,The Last Girl (The Dominion Trilogy #1),https://books.toscrape.com/catalogue/the-last-girl-the-dominion-trilogy-1_70/index.html,science fiction,36.26,16c71736dae78764,In stock,1,0,2
618,Having the Barbarian's Baby (Ice Planet Barbarians #7.5),https://books.toscrape.com/catalogue/having-the-barbarians-baby-ice-planet-barbarians-75_23/index.html,science fiction,34.96,6717a70913b3db79,In stock,1,0,4
619,The Book of Basketball: The NBA According to The Sports Guy,https://books.toscrape.com/catalogue/the-book-of-basketball-the-nba-according-to-the-sports-guy_232/index.html,sports and games,44.84,08decd9664e5d56e,In stock,3,0,5
620,"Friday Night Lights: A Town, a Team, and a Dream",https://books.toscrape.com/catalogue/friday-night-lights-a-town-a-team-and-a-dream_158/index.html,sports and games,51.22,a9aa3ed5b316470b,In stock,3,0,3
621,Sugar Rush (Offensive Line #2),https://books.toscrape.com/catalogue/sugar-rush-offensive-line-2_108/index.html,sports and games,24.42,ce42e3de94226b2b,In stock,2,0,1
622,Settling the Score (The Summer Games #1),https://books.toscrape.com/catalogue/settling-the-score-the-summer-games-1_50/index.html,sports and games,44.91,132adf7335bb384a,In stock,1,0,2
623,Icing (Aces Hockey #2),https://books.toscrape.com/catalogue/icing-aces-hockey-2_25/index.html,sports and games,40.44,3455b45888fb5053,In stock,1,0,4
624,The Torch Is Passed: A Harding Family Story,https://books.toscrape.com/catalogue/the-torch-is-passed-a-harding-family-story_945/index.html,add a comment,19.09,4eed62cf5f8d8edf,In stock,16,0,1
625,"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",https://books.toscrape.com/catalogue/the-mindfulness-and-acceptance-workbook-for-anxiety-a-guide-to-breaking-free-from-anxiety-phobias-and-worry-using-acceptance-and-commitment-therapy_937/index.html,add a comment,23.89,31075275518532d7,In stock,16,0,4
626,The Art Forger,https://books.toscrape.com/catalogue/the-art-forger_930/index.html,add a comment,40.76,80cfab6bcff3a244,In stock,16,0,3
627,On a Midnight Clear,https://books.toscrape.com/catalogue/on-a-midnight-clear_912/index.html,add a comment,14.07,b757c0c361e689ce,In stock,16,0,3
628,Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),https://books.toscrape.com/catalogue/judo-seven-steps-to-black-belt-an-introductory-guide-for-beginners_903/index.html,add a comment,53.90,228f74b74f3a08ae,In stock,16,0,2
629,"Shobu Samurai, Project Aryoku (#3)",https://books.toscrape.com/catalogue/shobu-samurai-project-aryoku-3_830/index.html,add a comment,29.06,0c27e6c3744fc14b,In stock,15,0,3
630,Modern Romance,https://books.toscrape.com/catalogue/modern-romance_820/index.html,add a comment,28.26,caf4fe9311f1dc59,In stock,15,0,5
631,The White Queen (The Cousins' War #1),https://books.toscrape.com/catalogue/the-white-queen-the-cousins-war-1_768/index.html,add a comment,25.91,6875c5657661b2fb,In stock,14,0,5
632,The Song of Achilles,https://books.toscrape.com/catalogue/the-song-of-achilles_762/index.html,add a comment,37.40,e88fb1c9397cfb27,In stock,14,0,5
633,The Immortal Life of Henrietta Lacks,https://books.toscrape.com/catalogue/the-immortal-life-of-henrietta-lacks_753/index.html,add a comment,40.67,f72f61ad6a5f12ed,In stock,14,0,2
634,The Dovekeepers,https://books.toscrape.com/catalogue/the-dovekeepers_748/index.html,add a comment,48.78,3d76bc83c6b644c9,In stock,14,0,1
635,More Than Music (Chasing the Dream #1),https://books.toscrape.com/catalogue/more-than-music-chasing-the-dream-1_716/index.html,add a comment,37.61,47d47155e89c8be7,In stock,14,0,2
636,Code Name Verity (Code Name Verity #1),https://books.toscrape.com/catalogue/code-name-verity-code-name-verity-1_680/index.html,add a comment,22.13,33a3e0e3ffde0dcd,In stock,14,0,4
637,Cell,https://books.toscrape.com/catalogue/cell_674/index.html,add a comment,20.29,bfbb54bc8cdeed2b,In stock,14,0,4
638,Angels Walking (Angels Walking #1),https://books.toscrape.com/catalogue/angels-walking-angels-walking-1_662/index.html,add a comment,34.20,1fbb5f786e53a0ce,In stock,14,0,2
639,"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",https://books.toscrape.com/catalogue/a-series-of-catastrophes-and-miracles-a-true-story-of-love-science-and-cancer_655/index.html,add a comment,56.48,c1379d3744f1dd2c,In stock,14,0,2
640,A People's History of the United States,https://books.toscrape.com/catalogue/a-peoples-history-of-the-united-states_654/index.html,add a comment,40.79,1ad06aed9349af46,In stock,14,0,2
641,A Brush of Wings (Angels Walking #3),https://books.toscrape.com/catalogue/a-brush-of-wings-angels-walking-3_651/index.html,add a comment,55.51,01a177623cce9596,In stock,14,0,1
642,Rook,https://books.toscrape.com/catalogue/rook_647/index.html,add a comment,37.86,44d97b6707dae3f0,In stock,13,0,4
643,The Midnight Watch: A Novel of the Titanic and the Californian,https://books.toscrape.com/catalogue/the-midnight-watch-a-novel-of-the-titanic-and-the-californian_640/index.html,add a comment,26.20,14e44163678e24dc,In stock,12,0,1
644,The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,https://books.toscrape.com/catalogue/the-gray-rhino-how-to-recognize-and-act-on-the-obvious-dangers-we-ignore_638/index.html,add a comment,59.15,3063c7e95d0bf76f,In stock,12,0,4
645,The Children,https://books.toscrape.com/catalogue/the-children_633/index.html,add a comment,11.88,64fd010bf8d15096,In stock,12,0,3
646,One with You (Crossfire #5),https://books.toscrape.com/catalogue/one-with-you-crossfire-5_626/index.html,add a comment,15.71,81ef44fcc5f454df,In stock,12,0,4
647,Without Shame,https://books.toscrape.com/catalogue/without-shame_580/index.html,add a comment,48.27,ab60e6f5a63e1cfb,In stock,9,0,5
648,Watchmen,https://books.toscrape.com/catalogue/watchmen_579/index.html,add a comment,58.05,d1848064c54e01c7,In stock,9,0,4
649,A Hero's Curse (The Unseen Chronicles #1),https://books.toscrape.com/catalogue/a-heros-curse-the-unseen-chronicles-1_557/index.html,add a comment,50.49,c181ca8eabe7d18c,In stock,9,0,3
650,23 Degrees South: A Tropical Tale of Changing Whether...,https://books.toscrape.com/catalogue/23-degrees-south-a-tropical-tale-of-changing-whether_556/index.html,add a comment,35.79,61cf7eb9d2cd8bb0,In stock,9,0,2
651,The Glass Castle,https://books.toscrape.com/catalogue/the-glass-castle_496/index.html,add a comment,16.24,47f4fd3e8e1dac05,In stock,7,0,1
652,The Drowning Girls,https://books.toscrape.com/catalogue/the-drowning-girls_494/index.html,add a comment,35.67,7a10353c9c54cf7c,In stock,7,0,3
653,Team of Rivals: The Political Genius of Abraham Lincoln,https://books.toscrape.com/catalogue/team-of-rivals-the-political-genius-of-abraham-lincoln_488/index.html,add a comment,20.12,ba047a636b7d3793,In stock,7,0,5
654,John Adams,https://books.toscrape.com/catalogue/john-adams_472/index.html,add a comment,57.43,68407606544d6f22,In stock,7,0,4
655,Good in Bed (Cannie Shapiro #1),https://books.toscrape.com/catalogue/good-in-bed-cannie-shapiro-1_469/index.html,add a comment,37.05,c00bc29a678a6efb,In stock,7,0,5
656,The Joy of Cooking,https://books.toscrape.com/catalogue/the-joy-of-cooking_449/index.html,add a comment,43.27,d326e189b1210916,In stock,6,0,4
657,The Golden Compass (His Dark Materials #1),https://books.toscrape.com/catalogue/the-golden-compass-his-dark-materials-1_445/index.html,add a comment,18.77,d33824cb93ecab6f,In stock,6,0,1
658,The God Delusion,https://books.toscrape.com/catalogue/the-god-delusion_444/index.html,add a comment,46.85,2bc80eba94950873,In stock,6,0,3
659,Pride and Prejudice,https://books.toscrape.com/catalogue/pride-and-prejudice_437/index.html,add a comment,19.27,720c36b2bee4692e,In stock,6,0,4
660,Mere Christianity,https://books.toscrape.com/catalogue/mere-christianity_435/index.html,add a comment,48.51,f38f37ed934d84b2,In stock,6,0,3
661,Fun Home: A Family Tragicomic,https://books.toscrape.com/catalogue/fun-home-a-family-tragicomic_428/index.html,add a comment,56.59,56a34d0cec11d6b0,In stock,6,0,4
662,The Raven King (The Raven Cycle #4),https://books.toscrape.com/catalogue/the-raven-king-the-raven-cycle-4_412/index.html,add a comment,30.57,2e4fc5eacceec12c,In stock,5,0,2
